"gene","filtered_output2_260_WT_1_B2","filtered_output2_985_SOCS3_1_B2","filtered_output2_Tube1_SOCS3_2_B1","filtered_output2_Tube2_SOCS3_3_B1","filtered_output2_Tube3_WT_2_B1","filtered_output2_Tube4_WT_3_B1"
"ENSMUSG00000058145",113,183,97,92,89,110
"ENSMUSG00000058147",0,2,0,0,0,0
"ENSMUSG00000058152",80,129,2,102,39,41
"ENSMUSG00000058153",0,0,0,0,2,0
"ENSMUSG00000058159",0,3,9,92,21,5
"ENSMUSG00000058163",11,22,20,6,2,19
"ENSMUSG00000058172",0,0,0,0,0,0
"ENSMUSG00000058173",0,0,0,0,0,0
"ENSMUSG00000058174",24,21,8,23,3,1
"ENSMUSG00000058183",1190,1155,1108,862,835,625
"ENSMUSG00000058186",2,0,0,0,0,0
"ENSMUSG00000058188",34,49,23,32,51,17
"ENSMUSG00000058192",1399,1391,1095,1249,1017,1082
"ENSMUSG00000058194",0,0,0,0,0,0
"ENSMUSG00000058200",0,0,0,1,0,0
"ENSMUSG00000058207",1,0,0,0,0,0
"ENSMUSG00000058216",1060,1075,1119,773,735,905
"ENSMUSG00000058230",309,391,188,213,215,102
"ENSMUSG00000058239",856,845,1426,1041,1073,1210
"ENSMUSG00000058240",1815,1742,1461,1429,1319,1251
"ENSMUSG00000058244",0,0,0,0,0,0
"ENSMUSG00000058246",0,0,0,0,0,0
"ENSMUSG00000058248",318,401,433,443,386,330
"ENSMUSG00000058250",0,0,0,0,0,0
"ENSMUSG00000058251",0,0,0,0,0,0
"ENSMUSG00000058252",984,984,653,534,459,423
"ENSMUSG00000058254",0,0,0,0,0,0
"ENSMUSG00000058258",1,0,0,0,4,0
"ENSMUSG00000058260",0,1,0,0,0,0
"ENSMUSG00000058267",12,20,7,5,3,0
"ENSMUSG00000058270",2,1,1,3,0,3
"ENSMUSG00000058275",0,0,0,0,0,0
"ENSMUSG00000058287",238,206,231,163,131,120
"ENSMUSG00000058290",3389,2677,3163,2688,2597,2979
"ENSMUSG00000058291",665,741,532,412,503,511
"ENSMUSG00000058295",0,0,0,0,0,0
"ENSMUSG00000058297",90,64,135,99,111,101
"ENSMUSG00000058298",7,12,6,21,1,0
"ENSMUSG00000058301",1961,1940,1750,1336,1302,1628
"ENSMUSG00000058317",0,0,0,0,0,0
"ENSMUSG00000058318",645,891,179,404,374,235
"ENSMUSG00000058325",241,468,141,117,113,101
"ENSMUSG00000058328",0,0,1,0,0,1
"ENSMUSG00000058331",0,7,0,0,0,0
"ENSMUSG00000058349",0,0,0,0,0,0
"ENSMUSG00000058351",118,190,134,136,142,88
"ENSMUSG00000058354",0,0,0,0,0,0
"ENSMUSG00000058355",2,4,1,7,3,1
"ENSMUSG00000058368",0,0,0,0,0,0
"ENSMUSG00000058385",9,17,10,2,5,0
"ENSMUSG00000058388",2268,1787,1574,1318,1294,1868
"ENSMUSG00000058392",4079,5393,1201,2747,2111,1688
"ENSMUSG00000058396",2686,4241,2932,4005,3886,2721
"ENSMUSG00000058398",276,254,137,163,138,191
"ENSMUSG00000058400",0,0,0,0,0,0
"ENSMUSG00000058402",5,0,0,5,0,0
"ENSMUSG00000058407",645,653,446,499,440,472
"ENSMUSG00000058420",0,3,0,0,0,0
"ENSMUSG00000058427",0,2,0,0,2,9
"ENSMUSG00000058435",1021,2206,1352,1613,1824,979
"ENSMUSG00000058440",2826,3013,2335,2270,2205,2202
"ENSMUSG00000058441",0,0,0,0,0,0
"ENSMUSG00000058443",0,0,0,0,0,0
"ENSMUSG00000058444",362,461,71,240,171,112
"ENSMUSG00000058446",608,660,171,350,306,224
"ENSMUSG00000058447",0,0,0,0,0,0
"ENSMUSG00000058454",27,32,5,16,37,12
"ENSMUSG00000058470",2256,1595,2397,1667,1313,1876
"ENSMUSG00000058486",919,1187,1068,1084,809,728
"ENSMUSG00000058488",0,1,0,0,0,0
"ENSMUSG00000058491",0,0,0,0,0,0
"ENSMUSG00000058498",1387,1185,1387,991,807,1170
"ENSMUSG00000058499",0,0,0,0,0,0
"ENSMUSG00000058503",323,419,291,347,324,179
"ENSMUSG00000058513",0,0,0,0,0,0
"ENSMUSG00000058515",0,0,0,0,0,0
"ENSMUSG00000058523",0,0,0,0,0,0
"ENSMUSG00000058537",0,0,0,0,0,0
"ENSMUSG00000058546",164,205,350,225,227,337
"ENSMUSG00000058550",0,0,0,0,0,0
"ENSMUSG00000058558",0,0,0,8,4,0
"ENSMUSG00000058568",0,0,0,0,0,0
"ENSMUSG00000058569",120,149,72,157,79,64
"ENSMUSG00000058571",34,26,14,46,22,25
"ENSMUSG00000058579",51,29,44,48,35,48
"ENSMUSG00000058586",883,1029,622,543,496,595
"ENSMUSG00000058587",2045,2349,1691,1696,1377,1123
"ENSMUSG00000058589",11,13,0,0,9,4
"ENSMUSG00000058594",1027,1330,1395,1072,966,990
"ENSMUSG00000058600",11826,9214,17632,12838,11517,14683
"ENSMUSG00000058618",9,3,13,20,16,10
"ENSMUSG00000058620",1035,937,1207,1047,873,1116
"ENSMUSG00000058624",2197,2771,2411,2245,2033,2232
"ENSMUSG00000058626",14,5,5,19,6,16
"ENSMUSG00000058628",8,0,0,0,5,0
"ENSMUSG00000058631",0,0,0,0,0,0
"ENSMUSG00000058638",0,2,0,0,0,0
"ENSMUSG00000058643",7,3,2,0,18,5
"ENSMUSG00000058655",12,0,0,1,1,7
"ENSMUSG00000058656",2814,4940,722,3657,2230,1072
"ENSMUSG00000058659",0,0,0,0,0,0
"ENSMUSG00000058662",0,0,0,0,0,0
"ENSMUSG00000058665",0,0,5,0,0,0
"ENSMUSG00000058669",0,0,0,0,0,0
"ENSMUSG00000058670",0,0,0,0,0,0
"ENSMUSG00000058672",48,43,2,10,9,2
"ENSMUSG00000058685",0,0,0,0,0,0
"ENSMUSG00000058690",1,3,0,2,2,1
"ENSMUSG00000058692",1,0,0,0,0,0
"ENSMUSG00000058704",1034,1243,667,856,809,628
"ENSMUSG00000058706",592,718,939,637,496,861
"ENSMUSG00000058709",0,0,0,0,0,0
"ENSMUSG00000058715",699,840,970,793,629,734
"ENSMUSG00000058717",470,451,395,329,372,269
"ENSMUSG00000058725",0,0,0,0,0,0
"ENSMUSG00000058728",6,20,19,10,11,13
"ENSMUSG00000058729",43,21,61,46,28,16
"ENSMUSG00000058740",2,8,2,2,2,8
"ENSMUSG00000058741",58,83,4,42,0,7
"ENSMUSG00000058743",646,667,1069,714,578,867
"ENSMUSG00000058748",60,49,35,30,27,31
"ENSMUSG00000058755",395,282,270,302,269,135
"ENSMUSG00000058756",0,0,0,0,0,0
"ENSMUSG00000058761",1160,1298,600,708,544,583
"ENSMUSG00000058773",0,0,0,0,4,0
"ENSMUSG00000058793",387,416,151,292,229,148
"ENSMUSG00000058794",124,114,72,100,72,56
"ENSMUSG00000058799",0,6,10,7,19,9
"ENSMUSG00000058802",2,20,12,49,20,13
"ENSMUSG00000058806",1823,2098,3203,2546,2452,2424
"ENSMUSG00000058807",25,40,53,54,37,63
"ENSMUSG00000058818",6257,6058,6454,4470,3965,5073
"ENSMUSG00000058820",0,0,0,0,0,0
"ENSMUSG00000058831",84,86,46,83,92,71
"ENSMUSG00000058833",1,7,0,0,5,0
"ENSMUSG00000058835",815,1105,288,575,357,240
"ENSMUSG00000058856",0,0,0,0,0,0
"ENSMUSG00000058881",669,940,391,662,514,502
"ENSMUSG00000058883",0,7,0,0,0,0
"ENSMUSG00000058884",0,0,0,0,0,0
"ENSMUSG00000058886",823,885,1207,1012,764,916
"ENSMUSG00000058897",124,189,62,121,95,46
"ENSMUSG00000058900",117,217,70,81,81,61
"ENSMUSG00000058904",0,0,0,0,0,0
"ENSMUSG00000058908",0,0,0,0,0,0
"ENSMUSG00000058914",48,224,603,475,288,534
"ENSMUSG00000058921",16,45,5,16,7,26
"ENSMUSG00000058925",0,9,0,0,0,0
"ENSMUSG00000058927",0,0,0,0,0,0
"ENSMUSG00000058932",0,0,0,0,0,0
"ENSMUSG00000058935",0,6,0,0,0,0
"ENSMUSG00000058952",3,12,8,4,3,10
"ENSMUSG00000058966",688,526,246,158,300,265
"ENSMUSG00000058975",883,934,1306,1011,819,1066
"ENSMUSG00000058976",0,0,0,0,0,0
"ENSMUSG00000058979",157,160,129,132,107,131
"ENSMUSG00000058981",0,0,0,0,0,0
"ENSMUSG00000058997",1619,1552,1143,1072,1156,839
"ENSMUSG00000059003",0,20,22,14,16,10
"ENSMUSG00000059005",0,0,0,1,0,0
"ENSMUSG00000059013",338,577,900,816,753,897
"ENSMUSG00000059022",81,119,162,238,100,104
"ENSMUSG00000059023",0,0,0,0,0,0
"ENSMUSG00000059030",0,0,0,0,0,0
"ENSMUSG00000059031",134,140,47,166,97,89
"ENSMUSG00000059040",0,0,0,0,0,0
"ENSMUSG00000059042",0,0,0,0,3,0
"ENSMUSG00000059043",0,0,0,0,0,0
"ENSMUSG00000059049",284,300,99,234,148,103
"ENSMUSG00000059060",219,403,63,180,124,155
"ENSMUSG00000059069",6,1,4,7,3,11
"ENSMUSG00000059070",49,23,36,33,28,15
"ENSMUSG00000059077",0,0,0,0,0,1
"ENSMUSG00000059087",0,2,0,0,0,0
"ENSMUSG00000059089",194,245,76,147,136,49
"ENSMUSG00000059105",0,0,0,0,0,0
"ENSMUSG00000059106",0,0,0,0,0,0
"ENSMUSG00000059108",0,0,0,0,0,0
"ENSMUSG00000059112",0,0,0,0,0,0
"ENSMUSG00000059113",0,0,0,0,0,0
"ENSMUSG00000059114",11,6,6,14,22,8
"ENSMUSG00000059119",3695,3650,6674,5948,5931,6060
"ENSMUSG00000059128",0,2,1,6,0,0
"ENSMUSG00000059134",0,0,0,0,0,0
"ENSMUSG00000059136",5,32,0,0,5,0
"ENSMUSG00000059142",0,1,0,0,0,0
"ENSMUSG00000059146",34,17,0,4,7,20
"ENSMUSG00000059149",62,87,91,113,27,71
"ENSMUSG00000059169",0,0,0,0,0,0
"ENSMUSG00000059173",298,365,205,277,221,84
"ENSMUSG00000059182",1418,1974,314,937,573,514
"ENSMUSG00000059183",475,415,319,318,343,472
"ENSMUSG00000059187",13,7,0,0,0,5
"ENSMUSG00000059189",2,8,0,0,0,1
"ENSMUSG00000059201",0,0,6,0,0,0
"ENSMUSG00000059203",44,35,24,61,47,38
"ENSMUSG00000059205",0,0,0,0,0,0
"ENSMUSG00000059206",1,29,6,8,21,26
"ENSMUSG00000059208",562,600,658,490,440,587
"ENSMUSG00000059213",0,0,8,0,0,0
"ENSMUSG00000059218",0,0,0,0,0,0
"ENSMUSG00000059230",0,0,0,0,0,0
"ENSMUSG00000059246",2,0,0,0,0,0
"ENSMUSG00000059248",795,844,1165,1072,913,855
"ENSMUSG00000059251",0,0,0,0,0,0
"ENSMUSG00000059256",0,0,0,0,0,0
"ENSMUSG00000059263",797,717,148,465,257,241
"ENSMUSG00000059273",24,29,34,66,37,60
"ENSMUSG00000059278",0,0,0,3,0,0
"ENSMUSG00000059279",0,0,0,0,0,0
"ENSMUSG00000059280",38,138,52,60,101,86
"ENSMUSG00000059288",150,347,31,177,130,51
"ENSMUSG00000059291",0,0,0,0,0,0
"ENSMUSG00000059303",0,0,0,0,0,0
"ENSMUSG00000059305",0,0,0,0,0,0
"ENSMUSG00000059316",2244,2025,2627,2281,1968,2039
"ENSMUSG00000059319",0,0,0,0,0,0
"ENSMUSG00000059323",745,851,700,465,688,398
"ENSMUSG00000059325",0,0,0,0,1,0
"ENSMUSG00000059326",41,57,41,61,10,21
"ENSMUSG00000059327",0,13,9,10,6,0
"ENSMUSG00000059334",0,0,0,0,0,0
"ENSMUSG00000059336",3,14,21,16,1,4
"ENSMUSG00000059343",0,0,0,0,0,0
"ENSMUSG00000059355",36,38,4,5,10,6
"ENSMUSG00000059361",0,1,5,0,0,0
"ENSMUSG00000059363",33,23,14,8,18,15
"ENSMUSG00000059366",0,0,0,0,0,0
"ENSMUSG00000059371",2336,2147,2139,1818,1612,1569
"ENSMUSG00000059375",0,0,0,6,0,0
"ENSMUSG00000059379",0,0,0,0,0,0
"ENSMUSG00000059382",0,0,0,0,0,0
"ENSMUSG00000059383",81,112,21,62,61,24
"ENSMUSG00000059395",0,0,0,0,0,0
"ENSMUSG00000059397",29,17,22,12,18,0
"ENSMUSG00000059401",6,0,0,0,0,0
"ENSMUSG00000059406",1438,1404,1501,1297,1042,1106
"ENSMUSG00000059408",23,2,19,0,0,1
"ENSMUSG00000059409",282,266,182,199,185,132
"ENSMUSG00000059410",0,0,0,0,0,0
"ENSMUSG00000059411",2,0,0,2,0,0
"ENSMUSG00000059412",9,5,5,3,2,6
"ENSMUSG00000059423",856,1114,1868,1700,1402,1297
"ENSMUSG00000059429",0,0,0,0,0,0
"ENSMUSG00000059430",265,232,129,147,132,130
"ENSMUSG00000059434",578,690,256,353,271,211
"ENSMUSG00000059436",0,0,0,0,0,0
"ENSMUSG00000059439",359,363,99,178,133,94
"ENSMUSG00000059447",6,3,1,0,3,12
"ENSMUSG00000059455",124,167,63,46,69,49
"ENSMUSG00000059456",0,0,0,3,1,0
"ENSMUSG00000059460",312,267,385,366,306,346
"ENSMUSG00000059463",2,0,0,0,0,0
"ENSMUSG00000059473",0,0,0,0,0,0
"ENSMUSG00000059474",1,0,4,6,0,0
"ENSMUSG00000059475",65,117,48,45,62,19
"ENSMUSG00000059479",275,419,337,371,330,346
"ENSMUSG00000059481",8,27,3,35,18,3
"ENSMUSG00000059482",292,312,348,325,337,379
"ENSMUSG00000059486",872,745,842,644,648,724
"ENSMUSG00000059488",80,44,65,24,8,39
"ENSMUSG00000059493",11,24,16,50,1,49
"ENSMUSG00000059495",85,64,33,107,48,77
"ENSMUSG00000059498",130,182,120,70,82,77
"ENSMUSG00000059503",216,131,101,14,27,65
"ENSMUSG00000059504",2,3,0,0,0,0
"ENSMUSG00000059518",0,0,0,0,0,0
"ENSMUSG00000059534",26,57,10,4,5,0
"ENSMUSG00000059540",85,120,110,52,95,87
"ENSMUSG00000059547",0,0,0,0,0,0
"ENSMUSG00000059552",27,21,4,41,22,37
"ENSMUSG00000059554",1216,1144,1149,1158,814,1036
"ENSMUSG00000059555",7,0,2,2,3,0
"ENSMUSG00000059562",351,49,131,24,143,230
"ENSMUSG00000059586",320,435,67,283,164,130
"ENSMUSG00000059588",1,5,0,0,0,1
"ENSMUSG00000059595",0,4,0,0,0,0
"ENSMUSG00000059602",1222,1174,1434,1243,1202,1279
"ENSMUSG00000059606",0,0,0,0,0,0
"ENSMUSG00000059610",94,104,166,182,128,70
"ENSMUSG00000059623",1,0,0,0,0,0
"ENSMUSG00000059625",0,0,0,3,10,0
"ENSMUSG00000059626",0,0,0,0,0,0
"ENSMUSG00000059632",0,0,0,0,0,0
"ENSMUSG00000059639",28,19,9,12,2,7
"ENSMUSG00000059645",0,0,0,1,0,0
"ENSMUSG00000059648",0,0,0,0,0,0
"ENSMUSG00000059654",0,0,0,2,0,1
"ENSMUSG00000059657",6,15,0,0,3,8
"ENSMUSG00000059663",0,0,0,0,0,0
"ENSMUSG00000059668",0,0,0,0,0,0
"ENSMUSG00000059669",110,102,67,67,75,59
"ENSMUSG00000059674",431,396,623,622,318,512
"ENSMUSG00000059687",0,0,0,0,0,0
"ENSMUSG00000059689",0,7,2,0,0,15
"ENSMUSG00000059690",0,0,0,0,0,0
"ENSMUSG00000059708",127,158,17,73,40,22
"ENSMUSG00000059713",258,265,110,177,130,100
"ENSMUSG00000059714",50,48,34,13,12,24
"ENSMUSG00000059729",0,0,0,0,0,1
"ENSMUSG00000059734",0,0,0,0,4,0
"ENSMUSG00000059741",213,247,103,101,93,84
"ENSMUSG00000059742",1982,3210,2952,3825,3494,3490
"ENSMUSG00000059743",1577,2061,1359,1463,1293,1273
"ENSMUSG00000059762",5654,6566,10547,9636,7555,9236
"ENSMUSG00000059763",0,16,0,10,4,11
"ENSMUSG00000059768",0,0,0,0,0,0
"ENSMUSG00000059772",281,320,202,107,222,196
"ENSMUSG00000059791",0,0,0,0,0,0
"ENSMUSG00000059796",99,106,126,65,88,99
"ENSMUSG00000059810",394,426,617,413,520,527
"ENSMUSG00000059811",871,984,728,660,706,545
"ENSMUSG00000059816",201,229,365,222,215,301
"ENSMUSG00000059820",252,243,192,173,156,204
"ENSMUSG00000059821",0,1,0,0,0,1
"ENSMUSG00000059824",3,0,0,0,0,1
"ENSMUSG00000059832",0,0,0,0,0,0
"ENSMUSG00000059834",687,880,669,583,610,638
"ENSMUSG00000059839",621,571,696,484,413,529
"ENSMUSG00000059842",182,279,32,132,55,65
"ENSMUSG00000059845",0,0,0,0,0,0
"ENSMUSG00000059851",1066,1277,819,833,709,956
"ENSMUSG00000059852",11,11,16,13,3,3
"ENSMUSG00000059854",2751,3080,2512,2436,2172,2183
"ENSMUSG00000059857",67,87,32,75,45,38
"ENSMUSG00000059862",0,0,0,0,0,0
"ENSMUSG00000059864",140,87,119,93,120,103
"ENSMUSG00000059866",601,442,565,512,489,438
"ENSMUSG00000059867",0,0,0,0,0,0
"ENSMUSG00000059873",0,0,0,0,0,0
"ENSMUSG00000059874",0,0,0,0,0,0
"ENSMUSG00000059878",0,0,0,0,0,2
"ENSMUSG00000059883",0,0,0,0,0,0
"ENSMUSG00000059887",4,0,0,0,0,0
"ENSMUSG00000059890",2896,3018,1554,1880,1878,1782
"ENSMUSG00000059891",74,47,19,23,32,51
"ENSMUSG00000059895",704,836,249,361,359,238
"ENSMUSG00000059897",29,75,109,80,79,56
"ENSMUSG00000059898",0,0,0,0,0,0
"ENSMUSG00000059900",50,68,74,20,18,28
"ENSMUSG00000059901",181,167,151,184,127,97
"ENSMUSG00000059908",0,0,0,0,0,0
"ENSMUSG00000059910",11,10,0,0,3,0
"ENSMUSG00000059920",0,0,0,0,0,0
"ENSMUSG00000059921",60,71,21,95,18,9
"ENSMUSG00000059923",859,780,622,401,622,563
"ENSMUSG00000059934",0,0,0,0,0,0
"ENSMUSG00000059939",364,347,400,334,276,293
"ENSMUSG00000059956",0,0,0,3,0,0
"ENSMUSG00000059964",6,0,0,0,0,0
"ENSMUSG00000059970",22,19,15,4,9,11
"ENSMUSG00000059974",11,33,29,68,63,15
"ENSMUSG00000059975",1,3,0,0,0,0
"ENSMUSG00000059981",2763,2880,3311,2303,2385,2736
"ENSMUSG00000059991",0,0,0,0,0,0
"ENSMUSG00000059994",2,0,12,4,0,7
"ENSMUSG00000059995",945,884,1058,809,710,933
"ENSMUSG00000060002",487,624,773,649,602,725
"ENSMUSG00000060012",763,1034,555,642,473,614
"ENSMUSG00000060017",0,0,0,0,1,0
"ENSMUSG00000060024",0,0,0,0,0,0
"ENSMUSG00000060030",0,0,9,0,0,0
"ENSMUSG00000060032",2,0,8,0,2,0
"ENSMUSG00000060034",431,403,118,225,184,156
"ENSMUSG00000060036",4,0,9,6,7,0
"ENSMUSG00000060038",90,129,22,35,35,11
"ENSMUSG00000060044",0,0,0,0,0,0
"ENSMUSG00000060049",0,0,0,0,5,0
"ENSMUSG00000060057",0,7,0,0,0,0
"ENSMUSG00000060063",152,109,165,152,154,171
"ENSMUSG00000060070",0,2,0,0,0,0
"ENSMUSG00000060073",699,784,233,322,431,322
"ENSMUSG00000060081",11,0,7,1,0,0
"ENSMUSG00000060084",2465,2971,3524,2981,2939,2922
"ENSMUSG00000060090",228,306,28,70,85,41
"ENSMUSG00000060093",0,0,0,0,0,0
"ENSMUSG00000060098",775,876,287,442,450,364
"ENSMUSG00000060105",0,0,0,0,0,0
"ENSMUSG00000060112",0,0,5,0,3,0
"ENSMUSG00000060114",0,0,0,0,0,0
"ENSMUSG00000060121",842,768,596,431,521,509
"ENSMUSG00000060126",14,23,10,11,18,0
"ENSMUSG00000060131",689,948,804,612,589,795
"ENSMUSG00000060147",28,31,36,33,35,37
"ENSMUSG00000060152",0,12,0,6,11,9
"ENSMUSG00000060166",3,0,1,0,2,0
"ENSMUSG00000060170",603,569,241,340,243,224
"ENSMUSG00000060176",38,39,80,64,37,14
"ENSMUSG00000060177",0,0,0,0,0,0
"ENSMUSG00000060180",0,0,16,26,2,0
"ENSMUSG00000060181",0,3,0,0,0,0
"ENSMUSG00000060183",16,35,5,2,5,9
"ENSMUSG00000060187",0,0,0,0,0,0
"ENSMUSG00000060188",120,83,20,31,42,13
"ENSMUSG00000060201",0,1,0,0,0,0
"ENSMUSG00000060204",68,15,26,10,9,19
"ENSMUSG00000060205",0,0,0,0,0,0
"ENSMUSG00000060206",1057,1624,2481,2783,2182,1799
"ENSMUSG00000060208",21,29,0,14,20,8
"ENSMUSG00000060212",3545,3446,4463,3163,3145,4086
"ENSMUSG00000060216",9,5,2,6,0,0
"ENSMUSG00000060224",124,203,86,143,134,127
"ENSMUSG00000060227",9,22,4,31,11,6
"ENSMUSG00000060240",47,36,15,11,12,15
"ENSMUSG00000060244",26,43,47,44,25,15
"ENSMUSG00000060245",8,0,2,0,1,0
"ENSMUSG00000060254",0,0,0,0,0,0
"ENSMUSG00000060256",0,0,0,0,0,0
"ENSMUSG00000060257",83,170,56,94,120,124
"ENSMUSG00000060260",1289,1586,896,796,811,783
"ENSMUSG00000060261",2417,2778,2337,2016,1747,1875
"ENSMUSG00000060268",94,94,54,96,72,65
"ENSMUSG00000060275",315,471,22,180,125,88
"ENSMUSG00000060279",1775,1758,1793,1406,1335,1697
"ENSMUSG00000060284",1,9,1,0,1,0
"ENSMUSG00000060288",758,525,843,271,312,474
"ENSMUSG00000060301",0,7,0,1,0,0
"ENSMUSG00000060303",6,0,0,4,2,5
"ENSMUSG00000060311",1,2,0,0,0,0
"ENSMUSG00000060314",0,0,0,0,0,0
"ENSMUSG00000060317",0,0,0,0,0,0
"ENSMUSG00000060332",27,17,10,3,0,0
"ENSMUSG00000060335",0,0,0,0,0,0
"ENSMUSG00000060336",0,1,0,0,0,0
"ENSMUSG00000060371",32,91,70,150,76,53
"ENSMUSG00000060373",225,245,401,360,306,338
"ENSMUSG00000060376",65,150,129,143,136,125
"ENSMUSG00000060397",1,0,0,0,0,0
"ENSMUSG00000060402",1215,1271,1405,1169,884,1309
"ENSMUSG00000060404",0,0,0,0,0,1
"ENSMUSG00000060407",0,0,0,0,0,0
"ENSMUSG00000060412",0,0,0,0,0,0
"ENSMUSG00000060427",707,679,913,614,682,1045
"ENSMUSG00000060429",167,325,200,285,323,122
"ENSMUSG00000060441",1,2,1,3,2,0
"ENSMUSG00000060445",1146,1116,785,676,655,746
"ENSMUSG00000060450",1825,1568,1589,1582,1549,1509
"ENSMUSG00000060459",219,206,150,82,89,182
"ENSMUSG00000060461",0,0,0,0,0,0
"ENSMUSG00000060469",0,0,0,0,0,0
"ENSMUSG00000060470",4360,4399,4691,3931,3639,3711
"ENSMUSG00000060475",0,0,0,8,0,0
"ENSMUSG00000060477",1041,1118,609,852,756,473
"ENSMUSG00000060480",13,3,0,10,0,0
"ENSMUSG00000060487",13,49,11,54,39,27
"ENSMUSG00000060491",62,106,16,21,53,22
"ENSMUSG00000060499",0,0,0,0,0,0
"ENSMUSG00000060503",0,1,0,0,0,1
"ENSMUSG00000060508",106,89,161,161,156,176
"ENSMUSG00000060509",38,35,27,37,20,17
"ENSMUSG00000060510",121,102,67,68,42,102
"ENSMUSG00000060512",47,24,29,19,18,16
"ENSMUSG00000060519",13,11,3,0,0,0
"ENSMUSG00000060523",0,0,0,0,0,0
"ENSMUSG00000060534",2,2,2,0,0,8
"ENSMUSG00000060538",1964,2085,3089,2311,1941,2480
"ENSMUSG00000060548",809,898,947,732,657,754
"ENSMUSG00000060550",370,350,446,372,332,362
"ENSMUSG00000060556",12,29,16,10,22,16
"ENSMUSG00000060560",314,272,306,242,229,193
"ENSMUSG00000060565",611,890,799,806,829,725
"ENSMUSG00000060568",25,13,15,12,4,15
"ENSMUSG00000060572",13,11,0,5,2,0
"ENSMUSG00000060579",8,45,14,13,10,0
"ENSMUSG00000060583",0,0,0,0,0,0
"ENSMUSG00000060586",13,9,8,2,3,0
"ENSMUSG00000060591",0,0,0,0,0,0
"ENSMUSG00000060594",650,974,182,405,315,201
"ENSMUSG00000060600",199,318,260,260,209,152
"ENSMUSG00000060601",0,0,0,0,0,0
"ENSMUSG00000060613",0,0,0,0,0,0
"ENSMUSG00000060615",12,40,39,22,42,18
"ENSMUSG00000060621",4504,4379,6484,5076,4147,5495
"ENSMUSG00000060630",0,0,0,0,0,0
"ENSMUSG00000060636",285,321,363,354,292,306
"ENSMUSG00000060639",0,0,0,0,0,0
"ENSMUSG00000060657",89,105,27,61,83,66
"ENSMUSG00000060663",1,0,0,0,1,0
"ENSMUSG00000060671",2331,2331,3332,2313,2075,2003
"ENSMUSG00000060673",1,1,0,1,1,2
"ENSMUSG00000060675",942,972,1460,1166,1145,1148
"ENSMUSG00000060678",0,0,0,0,0,0
"ENSMUSG00000060679",48,132,17,45,36,16
"ENSMUSG00000060681",0,0,0,1,0,0
"ENSMUSG00000060685",0,9,0,10,0,1
"ENSMUSG00000060688",0,0,0,0,0,0
"ENSMUSG00000060691",0,0,0,0,0,0
"ENSMUSG00000060699",1,1,0,1,0,0
"ENSMUSG00000060701",0,0,0,0,0,0
"ENSMUSG00000060703",591,894,172,508,400,195
"ENSMUSG00000060708",0,0,0,0,0,0
"ENSMUSG00000060715",29,23,5,7,7,2
"ENSMUSG00000060716",88,74,75,40,61,80
"ENSMUSG00000060724",5,4,0,1,4,1
"ENSMUSG00000060726",0,0,0,0,0,0
"ENSMUSG00000060733",47,75,5,43,18,33
"ENSMUSG00000060735",2,2,16,0,19,8
"ENSMUSG00000060738",0,0,0,0,0,0
"ENSMUSG00000060739",3,0,12,5,1,0
"ENSMUSG00000060742",0,0,0,0,0,0
"ENSMUSG00000060743",39,26,5,13,1,11
"ENSMUSG00000060747",0,0,0,0,0,0
"ENSMUSG00000060756",0,0,0,0,0,0
"ENSMUSG00000060759",1,0,0,3,0,0
"ENSMUSG00000060765",1,3,1,0,1,0
"ENSMUSG00000060771",693,645,531,527,443,452
"ENSMUSG00000060780",0,0,0,0,0,0
"ENSMUSG00000060787",4350,4346,6618,5579,4625,6830
"ENSMUSG00000060791",1,0,0,7,0,11
"ENSMUSG00000060794",52,59,7,21,36,20
"ENSMUSG00000060798",63,78,99,85,69,123
"ENSMUSG00000060802",267,319,397,319,340,307
"ENSMUSG00000060803",0,0,0,0,1,0
"ENSMUSG00000060807",6,17,0,2,7,14
"ENSMUSG00000060816",0,0,0,0,0,6
"ENSMUSG00000060827",2,0,0,1,0,0
"ENSMUSG00000060843",97,150,36,47,46,27
"ENSMUSG00000060860",3431,3296,5567,3524,3672,4308
"ENSMUSG00000060862",54,88,23,58,41,41
"ENSMUSG00000060863",0,0,0,0,0,0
"ENSMUSG00000060878",0,0,0,3,0,0
"ENSMUSG00000060882",0,5,0,0,1,6
"ENSMUSG00000060888",0,2,4,6,5,4
"ENSMUSG00000060890",0,0,0,0,0,0
"ENSMUSG00000060904",10,11,3,16,0,0
"ENSMUSG00000060913",0,0,0,0,0,0
"ENSMUSG00000060918",42,38,81,66,33,54
"ENSMUSG00000060923",36,45,0,17,13,10
"ENSMUSG00000060924",186,513,100,191,171,88
"ENSMUSG00000060935",172,187,61,101,55,42
"ENSMUSG00000060938",171,168,321,235,213,200
"ENSMUSG00000060950",806,813,479,408,452,387
"ENSMUSG00000060961",19,11,0,29,11,1
"ENSMUSG00000060962",1,5,0,1,0,0
"ENSMUSG00000060967",1,0,0,0,2,0
"ENSMUSG00000060969",0,0,0,0,0,0
"ENSMUSG00000060974",218,147,94,68,120,26
"ENSMUSG00000060981",0,0,0,0,0,0
"ENSMUSG00000060985",0,0,0,0,6,14
"ENSMUSG00000060988",5,0,0,2,3,0
"ENSMUSG00000060992",1623,1995,2206,1914,1571,2015
"ENSMUSG00000061000",0,0,0,0,0,0
